PLAYING connect4
TOTAL SIMULATIONS : 20

AGENTS LIST :

AGENT 0 : EnsembleUCT
It's Rollout policy is : RANDOM
No. of simulations per move :15
Time limit per move :-1
Horizon value :20
Constant value :0.8
Ensemble Count : 4
Run in Parallel : True
Cores in Machine : 8

AGENT 1 : UCT
It's Rollout policy is : RANDOM
No. of simulations per move :10
Time limit per move :-1
Horizon value :20
Constant value :0.8
REWARD FOR 1,REWARD FOR 2,WINNER,AVERAGE TIME/MOVE FOR 1,AVERAGE TIME/MOVE FOR 2,
2.0,-2.0,1,0.0371317068736,0.0125683148702
0.0,0.0,None,0.0203093233563,0.00688171386719
2.0,-2.0,1,0.0326237678528,0.0122003555298
2.0,-2.0,1,0.0317288637161,0.0122810006142
2.0,-2.0,1,0.0369564294815,0.0110135674477
2.0,-2.0,1,0.0346497297287,0.0109672546387
2.0,-2.0,1,0.0240818587216,0.00867230241949
2.0,-2.0,1,0.0269177556038,0.010196685791
2.0,-2.0,1,0.0375363826752,0.0102653503418
2.0,-2.0,1,0.0339237054189,0.0117566585541
2.0,-2.0,1,0.0400500297546,0.0122229655584
2.0,-2.0,1,0.0418206850688,0.0107188224792
2.0,-2.0,1,0.0308980047703,0.00944486260414
2.0,-2.0,1,0.0406747659047,0.0135776996613
2.0,-2.0,1,0.0233079989751,0.00789199272792
2.0,-2.0,1,0.0270355769566,0.00912983076913
2.0,-2.0,1,0.0322155952454,0.0112517476082
2.0,-2.0,1,0.0318798337664,0.00972982815334
2.0,-2.0,1,0.0321315356663,0.0104617050716
2.0,-2.0,1,0.0297458966573,0.00934116045634


AVG OF REWARDS (FOR OVERALL SIMULATION) : [1.9, -1.9]
AVG WINS FOR AGENT 1 : 0.95
AVG WINS FOR AGENT 2 : 0.0
