PLAYINGconnect4
TOTAL SIMULATIONS : 20

AGENTS LIST :

AGENT 0 : EnsembleUCT
It's Rollout policy is : RANDOM
No. of simulations per move :15
Time limit per move :-1
Horizon value :20
Constant value :0.8
Ensemble Count : 4
Run in Parallel : True
Cores in Machine : 8

AGENT 1 : UCT
It's Rollout policy is : RANDOM
No. of simulations per move :10
Time limit per move :-1
Horizon value :20
Constant value :0.8
REWARD FOR 1,REWARD FOR 2,WINNER,AVERAGE TIME/MOVE FOR 1,AVERAGE TIME/MOVE FOR 2,
2.0,-2.0,1,0.0286302268505,0.010437309742
-2.0,2.0,2,0.0288752913475,0.00967571139336
2.0,-2.0,1,0.023863196373,0.00783010323842
2.0,-2.0,1,0.0357196927071,0.0118464827538
2.0,-2.0,1,0.0292241232736,0.010758638382
2.0,-2.0,1,0.0221224308014,0.00733571052551
2.0,-2.0,1,0.0305728117625,0.0103438297908
2.0,-2.0,1,0.0284154017766,0.00896946589152
2.0,-2.0,1,0.0402402877808,0.0132346153259
2.0,-2.0,1,0.0389876365662,0.014167825381
2.0,-2.0,1,0.0341916481654,0.0111280282338
2.0,-2.0,1,0.0322688988277,0.0105284622737
2.0,-2.0,1,0.0399239857992,0.0100249449412
2.0,-2.0,1,0.0368987719218,0.0122390588125
2.0,-2.0,1,0.0301180481911,0.0104765295982
2.0,-2.0,1,0.0274980962276,0.00975826382637
2.0,-2.0,1,0.0292641639709,0.0105588436127
2.0,-2.0,1,0.0221386909485,0.00806914965312
-2.0,2.0,2,0.0215089687934,0.00767032916729
2.0,-2.0,1,0.0269600020515,0.0111666520437


AVG OF REWARDS (FOR OVERALL SIMULATION) : [1.6, -1.6]
AVG WINS FOR AGENT 1 : 0.9
AVG WINS FOR AGENT 2 : 0.1
